"totalcurrval","livingarea","dep","size","zone","actype","bedrms","bathhalf","type"
63530,1912,28,0.07,"RS3","No AC",3,"3:0","Modern"
73080,2348,28,0.18,"RM2","No AC",6,"2:0","Modern"
NA,1944,28,0.15,"RM2","No AC",5,"1:1","Other"
93430,1274,23,0.21,"RS1","No AC",3,"1:0","Other"
69970,1958,17,0.14,"RM1","No AC",6,"2:0","Ranch"
84220,1512,28,0.25,"RS2","No AC",3,"2:0","Ranch"
123240,1784,26,0.16,"RM1","No AC",3,"1:1","Modern"
93620,1748,28,0.11,"Other","No AC",3,"2:0","Colonial"
NA,888,12,0.05,"RS3","No AC",2,"1:1","Other"
58350,1356,28,0.08,"RS3","No AC",3,"1:1","Colonial"
78520,2112,22,0.09,"RS1","No AC",4,"2:0","Other"
139800,1618,15,0.5,"RS2","AC",3,"3:0","Ranch"
NA,3080,21,0.16,"RM2","No AC",4,"4:0","Colonial"
96350,1585,33,0.09,"Other","No AC",5,"2:0","Other"
NA,1774,14,0.25,"RM2","No AC",3,"2:0","Ranch"
NA,1370,23,0.33,"RM2","AC",3,"2:0","Other"
NA,2391,22,0.6,"RM3","No AC",4,"2:0","Colonial"
NA,3618,28,0.13,"RS1","No AC",6,"3:0","Colonial"
51660,1008,22,0.28,"RM2","No AC",3,"1:0","Modern"
81530,1994,28,0.29,"RS1","No AC",4,"2:0","Other"
NA,1344,28,0.09,"RS3","No AC",3,"2:0","Other"
98490,1387,24,0.27,"RM2","No AC",3,"2:0","Other"
NA,1818,20,0.33,"RS3","No AC",3,"2:0","Colonial"
NA,1259,28,0.16,"RS1","No AC",3,"1:0","Other"
NA,3060,28,0.13,"RM3","No AC",6,"3:0","Other"
57100,1044,22,0.24,"RS1","No AC",3,"1:0","Colonial"
NA,1624,22,0.08,"Other","No AC",4,"1:0","Other"
NA,1550,28,0.1,"RS1","No AC",3,"1:0","Colonial"
46270,1120,28,0.05,"RM2","No AC",2,"2:0","Other"
79670,2355,22,0.15,"RS2","No AC",6,"3:0","Modern"
NA,1598,33,0.2,"RS1","No AC",2,"1:1","Colonial"
NA,2372,22,0.15,"RS3","No AC",4,"2:0","Other"
NA,1008,20,0.23,"RM3","AC",3,"1:1","Other"
NA,1812,28,0.08,"RS1","No AC",3,"1:0","Colonial"
46580,948,22,0.16,"Other","No AC",3,"1:0","Colonial"
NA,1168,22,0.14,"RS2","No AC",3,"1:0","Other"
75280,2374,28,0.15,"Other","No AC",5,"2:0","Modern"
133350,3284,28,0.08,"RM3","No AC",6,"4:0","Other"
98210,1572,26,0.16,"RM2","No AC",3,"1:1","Other"
68140,960,23,0.24,"Other","No AC",3,"1:1","Colonial"
NA,1776,38,0.15,"RS2","No AC",4,"1:1","Colonial"
NA,1942,28,0.06,"RS2","No AC",6,"3:0","Ranch"
355400,3898,22,0.21,"RS2","AC",4,"2:1","Other"
83550,3030,28,0.22,"RS3","No AC",5,"3:0","Other"
NA,864,19,0.26,"RS3","No AC",2,"1:0","Other"
73270,2226,28,0.17,"RS1","No AC",6,"2:0","Colonial"
424730,3765,17,0.33,"RM1","AC",3,"3:1","Other"
NA,5779,22,0.34,"Other","AC",5,"5:1","Ranch"
62370,2340,22,0.11,"RM2","No AC",5,"3:0","Colonial"
NA,2192,17,0.22,"RS3","AC",4,"2:1","Other"
NA,3840,28,0.11,"RS1","No AC",8,"4:0","Modern"
31710,1003,38,0.12,"RM2","No AC",3,"1:0","Other"
NA,1222,26,0.13,"RS2","No AC",3,"2:0","Other"
NA,1738,18,0.18,"RS2","AC",3,"2:0","Other"
115110,4331,28,0.14,"Other","No AC",8,"3:0","Other"
134030,2742,28,0.09,"RS1","No AC",8,"2:0","Other"
117430,2930,22,0.14,"RS3","No AC",4,"2:0","Other"
NA,1563,23,0.26,"RM3","AC",2,"1:1","Other"
NA,1982,21,0.21,"RM2","No AC",4,"2:0","Colonial"
136190,2141,22,0.31,"RM1","No AC",4,"1:1","Colonial"
NA,3489,28,0.19,"RS1","No AC",4,"2:0","Other"
NA,2250,24,0.26,"RS1","AC",3,"1:1","Modern"
49840,912,35,0.21,"RM2","No AC",3,"1:0","Colonial"
76510,3862,38,0.17,"RM2","No AC",5,"3:0","Colonial"
NA,1284,17,0.2,"RM2","No AC",3,"1:1","Other"
88340,2698,22,0.12,"RM3","No AC",4,"2:0","Other"
NA,1394,26,0.16,"RM2","No AC",3,"1:0","Other"
66010,765,26,0.13,"RM2","No AC",2,"1:0","Other"
96390,1368,22,0.15,"RM2","No AC",3,"2:0","Modern"
88980,3189,22,0.12,"RS2","No AC",6,"2:0","Other"
166710,2837,28,0.23,"RS3","No AC",4,"4:0","Other"
NA,1496,22,0.17,"RS3","No AC",4,"2:0","Other"
NA,2958,22,0.15,"Other","No AC",3,"2:0","Colonial"
NA,1557,28,0.09,"RS2","No AC",3,"1:1","Other"
NA,777,28,0.14,"RS1","No AC",2,"1:0","Colonial"
77220,2716,28,0.09,"RS2","No AC",4,"2:0","Colonial"
73080,2184,17,0.13,"RM2","No AC",6,"2:0","Ranch"
NA,1682,28,0.2,"RS3","No AC",4,"1:0","Other"
NA,1601,28,0.14,"RM3","No AC",4,"1:1","Colonial"
77220,2073,28,0.03,"RS2","No AC",4,"2:0","Other"
102110,3311,28,0.1,"RS1","No AC",6,"3:0","Other"
NA,1783,22,0.15,"RM1","No AC",3,"1:1","Colonial"
NA,2338,28,0.16,"RS3","No AC",4,"2:0","Colonial"
NA,1374,22,0.13,"RS1","No AC",3,"1:0","Other"
68530,2629,28,0.11,"RM2","No AC",6,"2:0","Modern"
NA,1515,28,0.49,"RM3","No AC",4,"1:0","Other"
70880,1252,23,0.11,"RM1","No AC",2,"1:1","Other"
71270,2378,22,0.09,"RS2","No AC",5,"2:1","Other"
81270,1044,23,0.29,"RM2","No AC",2,"1:0","Other"
NA,1717,28,0.18,"RS2","No AC",4,"2:0","Other"
NA,2176,28,0.12,"RM2","No AC",5,"2:0","Other"
42700,954,28,0.11,"RM3","No AC",2,"1:0","Other"
NA,1800,23,0.14,"RS2","No AC",4,"2:0","Other"
76800,3414,28,0.09,"RS2","No AC",4,"4:0","Other"
NA,1532,28,0.72,"RS3","No AC",3,"1:0","Other"
47810,1792,33,0.08,"RM2","No AC",2,"2:0","Other"
NA,912,24,0.22,"Other","No AC",3,"1:0","Other"
148860,2202,13,0.12,"RS3","AC",3,"2:0","Ranch"
NA,1416,28,0.09,"RS3","No AC",3,"1:0","Other"
NA,3588,22,0.12,"RS1","No AC",6,"3:0","Other"
NA,2250,28,0.18,"RS3","No AC",6,"2:0","Colonial"
NA,688,21,0.17,"RM2","No AC",2,"1:0","Modern"
NA,1168,28,0.2,"RS1","No AC",2,"1:0","Other"
NA,1590,22,0.17,"RS2","No AC",3,"2:1","Other"
83090,3345,22,0.15,"RM2","No AC",6,"3:0","Modern"
NA,2091,28,0.14,"RS1","No AC",4,"2:0","Other"
NA,1862,28,0.26,"RS3","No AC",4,"2:0","Colonial"
NA,1715,22,0.59,"RS3","No AC",4,"2:0","Modern"
85370,1237,24,0.2,"RM1","No AC",3,"2:0","Other"
NA,2000,22,0.09,"Other","No AC",4,"2:0","Modern"
95530,1248,24,0.31,"RS1","No AC",2,"2:0","Modern"
NA,1961,28,0.14,"RM1","No AC",2,"2:0","Other"
177810,2782,23,0.83,"RS2","AC",3,"3:0","Colonial"
NA,745,27,0.18,"RM1","AC",2,"1:0","Ranch"
60100,1024,28,0.23,"RS3","No AC",3,"1:0","Colonial"
74630,1306,21,0.11,"RS2","No AC",4,"1:1","Colonial"
NA,1584,22,0.18,"RM2","No AC",4,"2:0","Colonial"
99830,3183,22,0.12,"RS2","No AC",6,"3:0","Modern"
NA,2279,10,0.12,"RS2","No AC",6,"2:0","Ranch"
187010,2782,22,0.3,"RS3","AC",3,"2:1","Colonial"
84330,3452,28,0.09,"RS1","No AC",8,"3:0","Colonial"
113170,2768,28,0.09,"RS1","No AC",5,"3:0","Colonial"
NA,2250,28,0.17,"RS1","No AC",4,"2:0","Other"
NA,880,18,0.37,"Other","No AC",3,"1:0","Colonial"
NA,1942,19,0.46,"RM2","AC",3,"2:0","Colonial"
216700,2868,19,0.47,"RS1","AC",3,"2:0","Colonial"
79670,2415,22,0.06,"RS2","No AC",4,"2:0","Ranch"
NA,2489,28,0.12,"RS1","No AC",5,"3:0","Colonial"
NA,3175,28,0.1,"RM2","No AC",5,"3:0","Other"
73540,1228,18,0.18,"RS3","No AC",2,"1:0","Colonial"
111170,1902,28,0.13,"RS2","No AC",4,"2:0","Ranch"
77400,2204,28,0.07,"RS1","No AC",5,"3:0","Ranch"
155300,3206,28,2.11,"RM1","No AC",8,"3:0","Ranch"
78970,1987,17,0.11,"RS2","No AC",4,"2:0","Other"
186560,4589,28,0.17,"RS2","No AC",8,"3:0","Other"
152920,1469,22,0.19,"RS3","No AC",3,"1:1","Modern"
104830,1410,23,0.22,"RS3","AC",3,"1:1","Other"
NA,1200,38,0.78,"RM2","No AC",3,"1:1","Other"
NA,1260,28,0.12,"RS2","No AC",3,"1:1","Ranch"
102340,3383,28,0.18,"RM3","No AC",6,"3:0","Colonial"
NA,2786,28,0.1,"RM2","No AC",6,"2:0","Colonial"
152010,2732,22,0.47,"RS3","No AC",5,"2:0","Other"
NA,1224,19,0.19,"RS1","No AC",3,"1:0","Colonial"
91470,2024,17,0.16,"RS1","No AC",8,"4:0","Modern"
242180,5871,28,0.29,"RS1","No AC",7,"6:0","Other"
98350,2320,28,0.17,"RM2","No AC",5,"2:1","Colonial"
394670,4950,22,0.21,"RS2","No AC",5,"3:1","Other"
NA,912,18,0.18,"RM2","AC",3,"1:0","Other"
107700,1764,22,0.2,"RS3","No AC",3,"1:1","Modern"
NA,2376,10,0.17,"RS3","No AC",6,"2:0","Other"
NA,1991,27,0.16,"RS2","No AC",3,"1:1","Other"
NA,2307,22,0.09,"RS2","No AC",7,"3:0","Other"
81240,1544,18,0.14,"RS3","AC",3,"1:1","Modern"
90930,1554,22,0.18,"RM3","No AC",3,"1:0","Other"
NA,1782,24,0.18,"RS2","No AC",4,"2:1","Colonial"
106650,3218,22,0.18,"RS3","No AC",7,"3:0","Other"
88840,1600,22,0.11,"RS2","No AC",3,"1:1","Other"
77950,2746,28,0.08,"RS3","No AC",4,"3:0","Colonial"
NA,1152,22,0.22,"Other","No AC",3,"1:0","Modern"
NA,2392,28,0.13,"RS1","No AC",4,"2:0","Colonial"
NA,1144,22,0.25,"RM3","AC",2,"1:1","Other"
NA,3173,28,0.13,"RS1","No AC",6,"2:0","Other"
NA,1517,22,0.32,"RS2","No AC",3,"1:1","Other"
74600,2808,28,0.09,"RS1","No AC",6,"4:0","Colonial"
133320,2620,28,0.13,"RS3","No AC",5,"3:0","Other"
112600,3863,22,0.14,"RS3","No AC",6,"2:0","Ranch"
103540,1337,23,0.23,"RS2","AC",3,"2:0","Ranch"
NA,1643,23,0.29,"Other","No AC",3,"2:0","Other"
136010,2518,28,0.22,"RM2","AC",4,"2:1","Other"
NA,1255,22,0.16,"RS1","No AC",3,"1:1","Other"
NA,957,17,0.25,"RS3","No AC",3,"2:1","Colonial"
NA,3344,28,0.23,"RS2","No AC",5,"4:0","Ranch"
NA,4486,38,0.14,"RS2","No AC",6,"3:0","Other"
118650,1616,28,0.25,"RM2","No AC",3,"2:0","Other"
65800,1129,24,0.11,"RM2","No AC",3,"1:0","Other"
NA,816,27,0.16,"RS3","No AC",3,"1:0","Colonial"
120820,3035,28,0.17,"RM2","No AC",6,"3:0","Other"
86460,2824,28,0.08,"RS2","No AC",4,"2:0","Colonial"
NA,2376,10,0.17,"RS3","No AC",6,"2:0","Other"
125270,3860,22,0.18,"RS3","No AC",6,"3:0","Other"
78190,3104,28,0.1,"RM2","No AC",6,"3:0","Colonial"
NA,3046,22,0.46,"RS2","No AC",4,"3:1","Colonial"
91010,3191,22,0.15,"RS2","No AC",6,"3:0","Other"
NA,1188,12,0.07,"RS3","No AC",3,"1:1","Colonial"
64440,1969,28,0.07,"RS3","No AC",7,"3:0","Colonial"
59230,1824,38,0.03,"RS2","No AC",4,"3:0","Other"
NA,2511,38,0.14,"RM3","No AC",4,"2:0","Colonial"
NA,3052,28,0.44,"RM2","No AC",4,"1:0","Other"
NA,1141,22,0.1,"RS2","No AC",3,"1:0","Other"
NA,1256,23,0.14,"RS2","No AC",3,"1:1","Modern"
67350,3110,38,0.09,"RS2","No AC",6,"3:0","Other"
61490,1536,22,0.09,"Other","No AC",3,"1:0","Colonial"
NA,5014,17,1.07,"Other","No AC",5,"2:1","Other"
271220,2866,28,0.19,"RS3","No AC",8,"5:1","Other"
NA,2214,28,0.12,"RM1","No AC",4,"2:0","Ranch"
NA,3168,24,0.22,"RS3","No AC",8,"4:0","Other"
65850,2575,28,0.11,"RS1","No AC",5,"3:0","Other"
43820,816,27,0.15,"RM3","No AC",3,"1:0","Other"
NA,1652,28,0.09,"Other","No AC",4,"2:0","Colonial"
NA,2058,22,0.25,"RS2","No AC",5,"2:0","Colonial"
115060,1642,25,0.5,"RS1","AC",3,"1:0","Other"
NA,1200,28,0.08,"RS1","No AC",3,"1:1","Other"
112910,1748,28,0.17,"RM2","No AC",3,"2:0","Colonial"
79910,1518,17,0.14,"RS3","No AC",3,"2:0","Other"
NA,1692,28,0.07,"RS3","No AC",6,"2:0","Modern"
NA,1336,22,0.15,"RM2","No AC",3,"1:0","Ranch"
54180,1282,28,0.11,"RM2","No AC",3,"1:0","Other"
NA,1160,22,0.05,"RM3","No AC",3,"1:0","Colonial"
84390,3459,22,0.09,"RS3","No AC",6,"3:0","Colonial"
NA,2160,22,0.13,"RS2","No AC",5,"2:0","Other"
139240,1668,18,0.27,"RS2","No AC",3,"2:1","Colonial"
NA,3434,28,0.15,"RS1","No AC",7,"3:0","Other"
51810,858,38,0.19,"RS2","No AC",2,"1:0","Ranch"
81840,3418,28,0.21,"RS2","No AC",6,"3:1","Colonial"
85310,912,23,0.17,"RS1","No AC",2,"1:0","Other"
